Name	sense	antisense	total	RNAseq	div	copies	length
B1F1A	2	4	6	5376.55	16.538	130	49.585
B1F1A	2	4	6	367.26	14.533	9	50.667
B1F1A	2	4	6	667.01	17.527	136	55.801
rnd-5_family-121	2	4	6	0	20.965	312	395.676
rnd-5_family-1390	6	0	6	0	23.941	341	139.449
MER21C	0	6	6	0	27.07	1946	332.088
ID-B1_Cpo	0	6	6	18.9	19.942	105	298.448
L2a	1	5	6	0	28.365	2731	167.12
rnd-6_family-2906	0	6	6	0	26.563	702	137.198
MER57C2	0	6	6	0	24.221	261	204.713
ERV2A2-CPo_LTR	0	5	5	78.31	9.576	196	378.908
ERV2B-CPo_LTR	0	5	5	124.22	10.39	549	311.517
L1-2_Cpo	2	3	5	2.7	27.25	2	76.5
HAL1-3A_Cpo	2	3	5	2.7	24.729	7	235
LTR8B_Cpo	5	0	5	302.45	20.954	2094	244.228
ERV1NA-CPo_I-int	5	1	5	37.81	27.989	54	220.87
MIRb	5	0	5	59.41	14.697	1914	133.505
B1F1A	3	2	5	75.61			
B1F1A	3	2	5	334.85	15.214	7	66.429
MTE-int	0	5	5	0	25.292	1745	176.786
rnd-6_family-3601	5	0	5	0	27.782	673	107.522
rnd-6_family-6315	1	4	5	18.9	19.929	383	522.971
rnd-6_family-659	0	5	5	0	26.016	1492	123.077
ERV1NA-CPo_LTR	2	3	4	102.62	6.911	229	479.782
LTR4B_Cpo	3	1	4	21.6	10.929	171	413.421
L1-1A_Cpo	1	3	4	8.1	22.286	7	70.714
L1-2_Cpo	3	1	4	24.3	16.939	18	132.5
LTR6G_Cpo	0	4	4	8.1	21.008	26	65.038
HAL1-4C_Cpo	4	0	4	10.8	18.409	11	115.636
L1MA6	0	4	4	16.2	13.2	3	56.333
ERV1A-CPo_I-int	0	4	4	10.8	26.861	18	212.833
ERV1NA-CPo_I-int	1	4	4	0	22.361	88	157.693
rnd-1_family-397	2	2	4	13.5	17.023	980	342.843
X6B_LINE	4	0	4	2.7	21.818	11	171.182
CAVID	4	0	4	29.7	16.377	854	207.32
ID-B1_Cpo	3	1	4	1906.5	17.712	65	54.292
MER58A	4	0	4	35.11	26.939	3887	131.147
rnd-5_family-2238	2	1	4	10.8	11.853	1058	290.715
rnd-6_family-1390	4	0	4	0	25.374	949	161.948
rnd-6_family-2051	0	4	4	0	20.355	1131	54.953
rnd-6_family-4258	0	4	4	0	22.655	366	292.503
rnd-6_family-5328	4	0	4	270.04	18.009	540	354.776
MER52-int	0	4	4	13.5	8.25	8	36.875
ERV1A-CPo_LTR	2	0	3	78.31	8.147	365	511.893
L1-3_Cpo	0	3	3	37.81	21.374	330	127.448
L1-2B_Cpo	3	0	3	21.6	15.315	13	88.077
L1-1A_Cpo	2	1	3	13.5	18.364	14	142.286
MLT1A0	3	0	3	0	13.3	5	49.4
rnd-1_family-403	3	0	3	13.5			
rnd-1_family-425	3	0	3	2.7	20.617	536	215.813
Charlie1a	3	0	3	0	25.058	2499	266.116
rnd-5_family-1751	1	2	3	0	25.541	4261	204.085
rnd-5_family-77	3	0	3	2.7	25.238	683	329.277
STRIDE_Cpo	1	2	3	13.5	18.656	475	206.52
rnd-6_family-3290	2	1	3	0	26.068	1210	185.569
rnd-6_family-4161	3	0	3	0	23.449	1936	109.175
CAVID2B1	2	1	3	153.92	22.31	3604	57.658
Charlie4a	3	0	3	0	24.453	1369	218.564
L1MB3	3	0	3	8.1	20.149	850	89.746
L1-4A_Cpo	2	0	2	0			
L1-1H_Cpo	0	1	2	29.7	16.736	1441	375.939
ERV1A-CPo_LTR	2	0	2	78.31	11.052	308	240.802
LTR2C_Cpo	0	2	2	37.81	18.889	36	87.333
STRIDE_Cpo	1	0	2	162.03	21.979	3685	79.362
rnd-1_family-325	2	0	2	0	20.7	2	101
L3	0	2	2	5.4	10.5	1	143
ERV1NA-CPo_I-int	0	2	2	16.2	32.5	1	159
L1MA5	2	0	2	2.7	24.876	2164	204.472
HAL1-4_Cpo	2	0	2	0	25.221	68	243.412
MER53	1	1	2	2.7	21.785	2531	121.548
MIRb	1	1	2	94.51	18.818	1392	355.409
ID-B1_Cpo	1	1	2	24.3	6.529	488	211.023
U6	2	0	2	734.52	14.385	1089	86.19
Tigger5a_Glire	0	2	2	8.1	23.937	1526	172.113
MLT1A0	2	0	2	0	27.203	3549	224.364
L1ME1	2	0	2	0	27.051	1129	223.434
rnd-6_family-1019	0	2	2	8.1	21.279	474	247.139
rnd-6_family-1343	0	2	2	164.73	23.232	446	307.863
L1MD2	0	2	2	0	24.25	7261	70.171
STRIDE_Cpo	0	2	2	5.4	23.176	1284	45.775
ERV2-3d_CPo-I	2	0	2	1136.88			
MER5B	1	1	2	0	24.581	977	115.286
rnd-6_family-1866	2	0	2	0	23.696	496	206.5
LTR12C_Cpo	2	0	2	0	12.633	6	71
STRIDE_Cpo	0	2	2	10.8	22.98	13993	93.304
MER2	2	0	2	0	25.424	370	106.895
rnd-6_family-3476	0	2	2	37.81	18.947	930	57.811
rnd-6_family-3981	1	1	2	0	24.06	159	308.371
L1MA9	2	0	2	0	24.333	879	196.779
LTR33	1	0	2	0	26.898	206	108.553
rnd-6_family-763	2	0	2	0	28.52	800	137.4
L1MB3	2	0	2	8.1	22.422	3386	119.638
LTR10_Cpo	0	1	1	81.01	7.889	177	385.305
L1-2B_Cpo	1	0	1	189.03	15.922	1458	112.775
L1-3_Cpo	0	1	1	0	25.567	6	61.833
L1-1_Cpo	0	1	1	0	22.45	2	83.5
HAL1-2C_Cpo	0	1	1	27	15.002	55	127.091
LTR2B_Cpo	1	0	1	143.12	17.36	5	71.6
ERV1A-CPo_LTR	0	1	1	8.1	10.45	4	256.5
MER121	1	1	1	569.79	24.654	28	298.679
ERV1NA-CPo_I-int	1	0	1	5.4			
Tigger14a	1	0	1	10.8	16.185	89	99.056
ERV1NA-CPo_LTR	1	0	1	0			
LTR6E_Cpo	1	0	1	178.23	10.321	47	47.34
L1MD1	0	1	1	0	24.698	2171	126.312
Charlie5	0	1	1	118.82	22.105	4082	181.73
LTR6C2_Cpo	0	1	1	32.41	19.133	670	335.782
LTR4C_Cpo	0	1	1	0			
L1MA5	0	1	1	2.7	21.602	2465	131.659
L2a	1	0	1	0	25.574	2379	120.696
rnd-5_family-590	0	1	1	5.4	23.706	1914	87.342
rnd-6_family-1362	1	0	1	0	21.398	330	279.782
rnd-6_family-1374	0	1	1	0	24.235	769	100.414
U5	0	1	1	5.4	10.199	273	41.432
L1-4_Cpo	0	1	1	0	29.446	257	389.556
rnd-6_family-3125	0	1	1	0	21.544	311	296.383
rnd-6_family-345	0	1	1	0	26.857	327	195.587
L1MC5	0	1	1	5.4	24.681	1008	134.116
rnd-6_family-5696	0	1	1	32.41	16.403	951	66.736
rnd-6_family-5908	0	1	1	5.4	16.056	290	98.193
Charlie10	1	0	1	8.1	20.14	969	175.703
rnd-6_family-8012	0	1	1	0	22.459	431	176.304
ERV2B1-CPo_LTR	0	0	0	24.3	11.775	234	308.761
L1-4_Cpo	0	0	0	0	16.918	11	68.091
L1-4_Cpo	0	0	0	8.1	15.344	9	59.889
HAL1-4_Cpo	0	0	0	0	18.7	1	67
LTR6I_Cpo	0	0	0	0	21.182	17	67.765
HAL1-1A_Cpo	0	0	0	8.1			
rnd-1_family-330	0	0	0	0	20.3	1	73
ERV1NA-CPo_LTR	0	0	0	24.3	10.783	24	95.125
MER52-int	0	0	0	16.2	8.555	208	128.692
LTR12_Cpo	0	0	0	10.8			
rnd-1_family-420	0	0	0	0	25.531	494	154.636
rnd-4_family-73	0	0	0	0	29.244	1768	503.257
MER45A	0	0	0	0	25.853	1722	104.697
ERV2A-CPo_I-int	0	0	0	21.6	15.35	2	93.5
rnd-6_family-830	0	0	0	2.7	18.495	531	208.58

